Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	N/A_number	Number_Event	Likelihood_ratio_test	Wald_test	Score_test	zph
UCS	lymph_nodes_aortic_pos_by_he	Yes (vs NO)	1.981761186	0.886487603	4.430267703	0.095630751	9/8--48/27	0(0%)	0.116660365	0.095630751	0.089386628	0.203284914
UVM	AR	(continuous)	1.157643259	0.781924799	1.713896167	0.464654855	80/23	0(0%)	0.46618604	0.464654855	0.463727612	0.446212459
UVM	AR	H (vs L)	2.242566145	0.947150793	5.309717262	0.066284478	40/8--40/15	0(0%)	0.058911385	0.066284478	0.059370058	0.369972627
UVM	ESR1	(continuous)	1.203982932	0.943303138	1.536701026	0.13592907	80/23	0(0%)	0.12019513	0.13592907	0.134560094	0.067995836
UVM	ESR1	H (vs L)	1.603229175	0.692746484	3.710367135	0.270232972	40/9--40/14	0(0%)	0.264228345	0.270232972	0.265853183	0.298171088
UVM	ESR2	(continuous)	1.493245666	1.048711299	2.126212067	0.02616515	80/23	0(0%)	0.026632815	0.02616515	0.027236496	0.596093517
UVM	ESR2	H (vs L)	1.442083016	0.608578213	3.417150636	0.405579903	40/8--40/15	0(0%)	0.398199335	0.405579903	0.403037773	0.327977271
UVM	PGR	(continuous)	1.66643921	1.252136041	2.217825819	0.000462223	80/23	0(0%)	0.001457199	0.000462223	0.000320757	0.852731861
UVM	PGR	H (vs L)	3.365212958	1.380202516	8.205069994	0.007617319	40/7--40/16	0(0%)	0.004969333	0.007617319	0.004633075	0.264611259
UVM	tumor_basal_diameter	(continuous)	1.167181203	1.01144096	1.346902107	0.034374647	79/22	1(1.25%)	0.032668932	0.034374647	0.033975098	0.902485559
UVM	tumor_thickness	(continuous)	1.117613003	0.948710751	1.316585505	0.183472644	80/23	0(0%)	0.174650023	0.183472644	0.18072771	0.768340729
UVM	BMI	(continuous)	1.057405483	1.005375788	1.112127792	0.030141671	53/17	27(33.75%)	0.059808548	0.030141671	0.026725868	0.681329165
UVM	age_at_initial_pathologic_diagnosis	(continuous)	1.045723808	1.007515617	1.085380976	0.018561147	80/23	0(0%)	0.013339819	0.018561147	0.016772547	0.172377178
UVM	gender	FEMALE (vs MALE)	0.648562649	0.273818346	1.536177235	0.325023777	35/8--45/15	0(0%)	0.316189946	0.325023777	0.321360492	0.511759459
UVM	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_II)	1.180445182	0.473955237	2.940047331	0.721611181	36/11--39/8	NA	NA	NA	NA	0.47801147
UVM	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_II)	69.94549186	6.777528908	721.8518575	0.000361314	4/3--39/8	NA	NA	NA	NA	0.957535826
UVM	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	1(1.25%)	0.000815169	0.001579611	2.08E-10	0.760326825
UVM	pathologic_stage_v2	StageIII/IV (vs StageI/II)	1.501880881	0.629197358	3.584958128	0.359542145	39/8--40/14	1(1.25%)	0.352217153	0.359542145	0.356264578	0.193425235
UVM	clinical_stage	Stage_III (vs Stage_II)	1.399606018	0.555751837	3.524769286	0.475592703	36/7--40/13	NA	NA	NA	NA	0.949022957
UVM	clinical_stage	Stage_IV (vs Stage_II)	79.34226934	7.545712981	834.2744709	0.000268939	4/3--40/13	NA	NA	NA	NA	0.838648695
UVM	clinical_stage	Global	NA	NA	NA	NA	NA	0(0%)	0.000640909	0.001285059	1.24E-10	0.979388488
UVM	clinical_stage_v2	StageIII/IV (vs StageI/II)	1.71846308	0.704268629	4.193166127	0.23419037	36/7--44/16	0(0%)	0.220279206	0.23419037	0.228648969	0.64250276
UVM	histological_type	Spindle_Cell (vs Epithelioid_Cell|Spindle_Cell)	0.244865033	0.070040776	0.856056825	0.027570902	30/3--37/14	NA	NA	NA	NA	0.603994527
UVM	histological_type	Epithelioid_Cell (vs Epithelioid_Cell|Spindle_Cell)	2.285712288	0.82127991	6.361388605	0.113432864	13/6--37/14	NA	NA	NA	NA	0.993106295
UVM	histological_type	Global	NA	NA	NA	NA	NA	0(0%)	0.003395823	0.009879058	0.003192161	0.86783935
UVM	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	10.75903242	3.649843714	31.71554392	1.65E-05	25/19--55/4	0(0%)	2.74E-07	1.65E-05	7.86E-08	0.812712588
UVM	new_tumor_event_type	Yes (vs NO)	1.80341449	0.784440585	4.146016774	0.165030281	22/11--58/12	0(0%)	0.169834215	0.165030281	0.159583177	0.184824107
