Index	Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	Number_Event	N/A_number	Likelihood_ratio_test	Wald_test	Score_test	zph	concordance
	THYM	age_at_initial_pathologic_diagnosis	(continuous)	1.054387154	0.995307915	1.116973204	0.071844167	123/9	1(0.81%)	0.052147187	0.071844167	0.060890269	0.724112111	0.71869783
	THYM	gender	FEMALE (vs MALE)	1.552702635	0.415261284	5.805707311	0.513183068	60/5--64/4	1(0.81%)	0.511438219	0.513183068	0.509844432	0.321473918	0.519198664
	THYM	clinical_stage_v2	StageIII/IV (vs StageI/II)	1.529205063	0.31323633	7.465507361	0.59954832	23/2--99/7	3(2.42%)	0.613720384	0.59954832	0.596858018	0.454283949	0.578947368
	THYM	histological_type	Type_AB (vs Type_A)	0.27810414	0.025113929	3.079642082	0.296887985	38/1--17/2	NA	NA	NA	NA	0.405247649	NA
	THYM	histological_type	Type_B (vs Type_A)	0.411460762	0.071902384	2.354580611	0.318386629	58/4--17/2	NA	NA	NA	NA	0.853238577	NA
	THYM	histological_type	Type_C (vs Type_A)	1.507653585	0.204720252	11.1030507	0.686942354	11/2--17/2	NA	NA	NA	NA	0.308007105	NA
	THYM	histological_type	Global	NA	NA	NA	NA	NA	1(0.81%)	0.387635469	0.347006279	0.285558776	0.633437373	0.656928214
	THYM	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	6.727612569	1.748234601	25.88941488	0.00556448	10/4--113/5	2(1.61%)	0.011042447	0.00556448	0.001580012	0.695463177	0.640939597
	THYM	new_tumor_event_type	Yes (vs NO)	4.520417377	1.188792934	17.18900969	0.026847022	21/5--103/4	1(0.81%)	0.029427742	0.026847022	0.015986655	0.167678951	0.574290484
	UCEC	AR	(continuous)	0.986510951	0.892606344	1.090294577	0.790159673	531/87	17(3.1%)	0.790670985	0.790159673	0.790151331	0.17882626	0.524590464
	UCEC	AR	H (vs L)	0.907818716	0.595133882	1.384788946	0.653508099	265/47--266/40	17(3.1%)	0.653154404	0.653508099	0.653382989	0.081174053	0.528365156
	UCEC	ESR1	(continuous)	0.85510369	0.786209319	0.930035172	0.000259828	531/87	17(3.1%)	0.000678896	0.000259828	0.000204774	0.075213104	0.64800088
	UCEC	ESR1	H (vs L)	0.406335357	0.256575125	0.643509079	0.000123439	265/61--266/26	17(3.1%)	5.85E-05	0.000123439	7.22E-05	0.265327834	0.617638436
	UCEC	ESR2	(continuous)	1.056570485	0.852083754	1.310130823	0.616080058	531/87	17(3.1%)	0.616810558	0.616080058	0.616124386	0.812164677	0.523124565
	UCEC	ESR2	H (vs L)	1.296823356	0.849520608	1.979646875	0.228464975	267/39--264/48	17(3.1%)	0.227040217	0.228464975	0.227165421	0.607072028	0.524700407
	UCEC	PGR	(continuous)	0.87308073	0.818740117	0.931027986	3.48E-05	531/87	17(3.1%)	6.58E-05	3.48E-05	2.49E-05	0.057216051	0.660699234
	UCEC	PGR	H (vs L)	0.524145452	0.336724923	0.815883935	0.004219801	265/57--266/30	17(3.1%)	0.003337383	0.004219801	0.003603073	0.111300676	0.59519185
	UCEC	BMI	(continuous)	0.991430312	0.969523083	1.013832555	0.450285019	516/87	32(5.84%)	0.429562166	0.450285019	0.458952128	0.957969148	0.518278126
	UCEC	tumor_invasion_percent	(continuous)	1.012339979	1.00837359	1.016321968	9.17E-10	474/79	74(13.5%)	8.47E-07	9.17E-10	5.00E-09	0.716667329	0.702613813
	UCEC	age_at_initial_pathologic_diagnosis	(continuous)	1.034661707	1.01479825	1.054913967	0.000570563	545/91	3(0.55%)	0.000537554	0.000570563	0.000571527	0.929749147	0.599836668
	UCEC	clinical_stage_v2	StageIII/IV (vs StageI/II)	3.968803771	2.61840474	6.015648816	8.24E-11	154/50--394/41	1(0.18%)	1.50E-10	8.24E-11	2.43E-12	0.008881031	0.690273443
	UCEC	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	3.448590278	2.008859736	5.920161919	7.12E-06	327/75--221/16	1(0.18%)	4.53E-07	7.12E-06	1.75E-06	0.335685361	0.629902293
	UCEC	histological_type	Serous_endometrial_adenocarcinoma (vs Endometrioid_endometrial_adenocarcinoma)	2.910290745	1.888274104	4.48546755	1.30E-06	115/36--411/49	NA	NA	NA	NA	0.371237855	NA
	UCEC	histological_type	Mixed_serous_and_endometrioid (vs Endometrioid_endometrial_adenocarcinoma)	2.907862238	1.241815632	6.809112867	0.013938089	22/6--411/49	NA	NA	NA	NA	0.224618063	NA
	UCEC	histological_type	Global	NA	NA	NA	NA	NA	1(0.18%)	6.69E-06	2.87E-06	8.40E-07	0.38806415	0.602761569
	UCEC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	11.35357578	7.247553549	17.78582003	0	101/60--427/29	21(3.83%)	0	0	0	0.799714188	0.763543089
	UCEC	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	7.115690369	3.01938292	16.76933691	7.24E-06	12/6--441/53	NA	NA	NA	NA	0.734098462	NA
	UCEC	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	5.24378199	1.626999607	16.90058771	0.005518038	6/3--441/53	NA	NA	NA	NA	0.982366507	NA
	UCEC	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	9.006778015	4.865848738	16.6717164	2.63E-12	20/13--441/53	NA	NA	NA	NA	0.107717328	NA
	UCEC	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	69(12.59%)	6.82E-10	8.09E-14	0	0.453043486	0.656988996
	UCEC	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	7.701606562	4.633806014	12.80043736	3.44E-15	38/22--441/53	69(12.59%)	2.20E-11	3.44E-15	0	0.197915239	0.654273004
	UCEC	residual_tumor	RX (vs R0)	1.959941611	0.990907327	3.876619955	0.053148131	41/10--376/51	NA	NA	NA	NA	0.292687482	NA
	UCEC	residual_tumor	R1 (vs R0)	1.72064492	0.684383916	4.325962181	0.248608081	22/5--376/51	NA	NA	NA	NA	0.818914822	NA
	UCEC	residual_tumor	R2 (vs R0)	6.058636015	3.141699778	11.68382498	7.60E-08	16/11--376/51	NA	NA	NA	NA	0.640269368	NA
	UCEC	residual_tumor	Global	NA	NA	NA	NA	NA	94(17.15%)	6.50E-05	1.34E-06	3.55E-08	0.665677493	0.595771506
	UCEC	new_tumor_event_type	Metastatic (vs NO)	3.334560288	1.742590049	6.380899697	0.000275557	27/11--463/54	NA	NA	NA	NA	0.733351924	NA
	UCEC	new_tumor_event_type	Locoregional_Recurrence (vs NO)	4.222782927	2.295994549	7.766523512	3.60E-06	25/13--463/54	NA	NA	NA	NA	0.002826853	NA
	UCEC	new_tumor_event_type	Locoregional_Disease (vs NO)	2.78289111	0.999596308	7.747610584	0.050090415	12/4--463/54	NA	NA	NA	NA	0.57163601	NA
	UCEC	new_tumor_event_type	New_Primary_Tumor (vs NO)	1.624310469	0.506988107	5.204036272	0.414188057	11/3--463/54	NA	NA	NA	NA	0.331788431	NA
	UCEC	new_tumor_event_type	Distant_Metastasis (vs NO)	6.766725901	2.890052722	15.84351007	1.06E-05	10/6--463/54	NA	NA	NA	NA	0.503429352	NA
	UCEC	new_tumor_event_type	Global	NA	NA	NA	NA	NA	1(0.18%)	1.34E-06	4.03E-08	6.53E-10	0.049800579	0.605628308
	UCEC	new_tumor_event_dx_days_to	Yes (vs NO)	4.678609816	3.09350757	7.0759128	2.67E-13	109/50--439/41	1(0.18%)	8.33E-13	2.67E-13	7.77E-16	0.136697264	0.648408875
	UCEC	peritoneal_washing	positive (vs negative)	4.651630184	2.83978597	7.619469776	1.03E-09	58/25--353/46	137(25%)	3.38E-08	1.03E-09	1.88E-11	0.96500679	0.633287053
	UCEC	lymph_nodes_pelvic_pos_by_he	Yes (vs NO)	4.010198511	2.460188454	6.536772447	2.53E-08	56/22--492/69	1(0.18%)	8.69E-07	2.53E-08	1.71E-09	0.248123584	0.607833492
	UCEC	lymph_nodes_pelvic_pos_total	Yes (vs NO)	3.653551476	2.311165758	5.775630044	2.93E-08	74/27--474/64	1(0.18%)	4.97E-07	2.93E-08	2.91E-09	0.252951725	0.61948704
	UCEC	lymph_nodes_aortic_pos_by_he	Yes (vs NO)	2.458548202	1.230843581	4.91082649	0.01082353	29/9--519/82	1(0.18%)	0.023183926	0.01082353	0.008413831	0.76241031	0.534061609
	UCEC	lymph_nodes_aortic_pos_total	Yes (vs NO)	2.967597123	1.64259681	5.361408613	0.00031278	38/13--510/78	1(0.18%)	0.001492756	0.00031278	0.000154113	0.76960906	0.552839598
	UCS	AR	(continuous)	0.951927746	0.80285349	1.128682187	0.570753307	57/35	0(0%)	0.56824457	0.570753307	0.570445045	0.571013078	0.535366932
	UCS	AR	H (vs L)	0.863866792	0.432566029	1.725206753	0.678389616	29/18--28/17	0(0%)	0.677785805	0.678389616	0.678128266	0.424708564	0.501768347
	UCS	ESR1	(continuous)	0.943336549	0.777229206	1.144943908	0.555006734	57/35	0(0%)	0.556335115	0.555006734	0.555202751	0.424068174	0.50132626
	UCS	ESR1	H (vs L)	0.850563143	0.435908108	1.659656353	0.635094896	29/19--28/16	0(0%)	0.634524556	0.635094896	0.634736209	0.931695093	0.524314766
	UCS	ESR2	(continuous)	0.756729834	0.479182617	1.195035091	0.231819375	57/35	0(0%)	0.232185392	0.231819375	0.233864455	0.70650127	0.534040672
	UCS	ESR2	H (vs L)	0.720027808	0.365083226	1.420059888	0.343180049	29/18--28/17	0(0%)	0.342521695	0.343180049	0.341088254	0.715003144	0.547745358
	UCS	PGR	(continuous)	0.93471411	0.8001626	1.091891156	0.394559279	57/35	0(0%)	0.38899915	0.394559279	0.394271896	0.823244652	0.543766578
	UCS	PGR	H (vs L)	0.77308021	0.39654054	1.507167491	0.449890139	29/19--28/16	0(0%)	0.448888109	0.449890139	0.448666645	0.522438841	0.546419098
	UCS	tumor_invasion_percent	(continuous)	1.025449784	1.010243499	1.040884955	0.000977347	45/27	12(21.05%)	0.000545705	0.000977347	0.00055172	0.359108453	0.690611664
	UCS	age_at_initial_pathologic_diagnosis	(continuous)	1.039726639	0.999343346	1.081741814	0.053921714	57/35	0(0%)	0.058107913	0.053921714	0.052593251	0.445076288	0.600353669
	UCS	clinical_stage_v2	StageIII/IV (vs StageI/II)	2.480851424	1.203012515	5.116009774	0.013875243	30/23--27/12	0(0%)	0.010644976	0.013875243	0.011016814	0.816627351	0.613174182
	UCS	histological_type	Uterine_Carcinosarcoma/_MMMT_Heterologous_Type (vs Uterine_Carcinosarcoma/_Malignant_Mixed_Mullerian_Tumor_(MMMT)_NOS)	2.059700384	0.993290758	4.271020986	0.052152571	20/16--24/14	NA	NA	NA	NA	0.968205759	NA
	UCS	histological_type	Uterine_Carcinosarcoma/MMMT_Homologous_Type (vs Uterine_Carcinosarcoma/_Malignant_Mixed_Mullerian_Tumor_(MMMT)_NOS)	0.534674576	0.191091686	1.496019573	0.233004931	13/5--24/14	NA	NA	NA	NA	0.305027987	NA
	UCS	histological_type	Global	NA	NA	NA	NA	NA	0(0%)	0.015791276	0.01860972	0.012875036	0.553455717	0.653404067
	UCS	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.101402512	0.024170073	0.425421529	0.001759215	17/2--37/31	3(5.26%)	1.38E-05	0.001759215	0.000124909	0.828679316	0.656767283
	UCS	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	7.036390089	2.997823161	16.51557908	7.39E-06	18/16--31/12	8(14.04%)	4.57E-06	7.39E-06	3.57E-07	0.207455468	0.741792929
	UCS	new_tumor_event_type	NO (vs Yes)	0.383859249	0.177695355	0.829216514	0.014829122	26/10--31/25	0(0%)	0.00975791	0.014829122	0.011586638	0.055032311	0.574270557
	UCS	radiation_therapy	YES (vs NO)	0.471005243	0.235643472	0.94144742	0.033112102	25/14--32/21	0(0%)	0.030701475	0.033112102	0.02961079	0.216539725	0.616268789
	UCS	postoperative_rx_tx	NO (vs YES)	2.059618067	1.041192117	4.074201593	0.037899093	21/15--36/20	0(0%)	0.043218065	0.037899093	0.034279349	0.028371389	0.622015915
	UCS	lymph_nodes_pelvic_pos_by_he	Yes (vs NO)	0.923713626	0.415969963	2.051222298	0.845431689	13/8--44/27	0(0%)	0.844408892	0.845431689	0.845391997	0.488217428	0.519009726
	UCS	lymph_nodes_aortic_pos_by_he	Yes (vs NO)	1.981761186	0.886487603	4.430267703	0.095630751	9/8--48/27	0(0%)	0.116660365	0.095630751	0.089386628	0.203284914	0.534040672
	UVM	AR	(continuous)	1.157643259	0.781924799	1.713896167	0.464654855	80/23	0(0%)	0.46618604	0.464654855	0.463727612	0.446212459	0.500986193
	UVM	AR	H (vs L)	2.242566145	0.947150793	5.309717262	0.066284478	40/8--40/15	0(0%)	0.058911385	0.066284478	0.059370058	0.369972627	0.569033531
	UVM	ESR1	(continuous)	1.203982932	0.943303138	1.536701026	0.13592907	80/23	0(0%)	0.12019513	0.13592907	0.134560094	0.067995836	0.557199211
	UVM	ESR1	H (vs L)	1.603229175	0.692746484	3.710367135	0.270232972	40/9--40/14	0(0%)	0.264228345	0.270232972	0.265853183	0.298171088	0.533530572
	UVM	ESR2	(continuous)	1.493245666	1.048711299	2.126212067	0.02616515	80/23	0(0%)	0.026632815	0.02616515	0.027236496	0.596093517	0.596646943
	UVM	ESR2	H (vs L)	1.442083016	0.608578213	3.417150636	0.405579903	40/8--40/15	0(0%)	0.398199335	0.405579903	0.403037773	0.327977271	0.560157791
	UVM	PGR	(continuous)	1.66643921	1.252136041	2.217825819	0.000462223	80/23	0(0%)	0.001457199	0.000462223	0.000320757	0.852731861	0.687376726
	UVM	PGR	H (vs L)	3.365212958	1.380202516	8.205069994	0.007617319	40/7--40/16	0(0%)	0.004969333	0.007617319	0.004633075	0.264611259	0.669625247
	UVM	tumor_basal_diameter	(continuous)	1.167181203	1.01144096	1.346902107	0.034374647	79/22	1(1.25%)	0.032668932	0.034374647	0.033975098	0.902485559	0.611111111
	UVM	tumor_thickness	(continuous)	1.117613003	0.948710751	1.316585505	0.183472644	80/23	0(0%)	0.174650023	0.183472644	0.18072771	0.768340729	0.600591716
	UVM	BMI	(continuous)	1.057405483	1.005375788	1.112127792	0.030141671	53/17	27(33.75%)	0.059808548	0.030141671	0.026725868	0.681329165	0.564981949
	UVM	age_at_initial_pathologic_diagnosis	(continuous)	1.045723808	1.007515617	1.085380976	0.018561147	80/23	0(0%)	0.013339819	0.018561147	0.016772547	0.172377178	0.682445759
	UVM	gender	FEMALE (vs MALE)	0.648562649	0.273818346	1.536177235	0.325023777	35/8--45/15	0(0%)	0.316189946	0.325023777	0.321360492	0.511759459	0.57199211
	UVM	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_II)	1.180445182	0.473955237	2.940047331	0.721611181	36/11--39/8	NA	NA	NA	NA	0.47801147	NA
	UVM	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_II)	69.94549186	6.777528908	721.8518575	0.000361314	4/3--39/8	NA	NA	NA	NA	0.957535826	NA
	UVM	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	1(1.25%)	0.000815169	0.001579611	2.08E-10	0.760326825	0.626782077
	UVM	pathologic_stage_v2	StageIII/IV (vs StageI/II)	1.501880881	0.629197358	3.584958128	0.359542145	40/14--39/8	1(1.25%)	0.352217153	0.359542145	0.356264578	0.193425235	0.578411405
	UVM	clinical_stage	Stage_III (vs Stage_II)	1.399606018	0.555751837	3.524769286	0.475592703	40/13--36/7	NA	NA	NA	NA	0.949022957	NA
	UVM	clinical_stage	Stage_IV (vs Stage_II)	79.34226934	7.545712981	834.2744709	0.000268939	4/3--36/7	NA	NA	NA	NA	0.838648695	NA
	UVM	clinical_stage	Global	NA	NA	NA	NA	NA	0(0%)	0.000640909	0.001285059	1.24E-10	0.979388488	0.618343195
	UVM	clinical_stage_v2	StageIII/IV (vs StageI/II)	1.71846308	0.704268629	4.193166127	0.23419037	44/16--36/7	0(0%)	0.220279206	0.23419037	0.228648969	0.64250276	0.567061144
	UVM	histological_type	Epithelioid_Cell (vs Spindle_Cell)	9.334580201	2.21001495	39.42705796	0.00237554	13/6--30/3	NA	NA	NA	NA	0.647866682	NA
	UVM	histological_type	Epithelioid_Cell|Spindle_Cell (vs Spindle_Cell)	4.083882408	1.168146752	14.2773975	0.027570902	37/14--30/3	NA	NA	NA	NA	0.603994527	NA
	UVM	histological_type	Global	NA	NA	NA	NA	NA	0(0%)	0.003395823	0.009879058	0.003192161	0.86783935	0.691814596
	UVM	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	10.75903242	3.649843714	31.71554392	1.65E-05	25/19--55/4	0(0%)	2.74E-07	1.65E-05	7.86E-08	0.812712588	0.760848126
	UVM	new_tumor_event_type	Yes (vs NO)	1.80341449	0.784440585	4.146016774	0.165030281	22/11--58/12	0(0%)	0.169834215	0.165030281	0.159583177	0.184824107	0.606508876
