Name	UCSC_RefGene_Name	UCSC_RefGene_Accession	UCSC_RefGene_Group	UCSC_CpG_Islands_Name
cg19508285	FAM19A4	NM_182522;NM_001005527	3'UTR	
cg19562321	SLC36A2	NM_181776;NM_181776	1stExon	
cg19562321	SLC36A2	NM_181776;NM_181776	5'UTR	
cg19570406	ZFP92	NM_001136273	Body	chrX:152686121-152687199
cg19619028	HIVEP3	NM_024503;NM_001127714	5'UTR	
cg19620758	MMP13	NM_002427	TSS200	
cg19627006	CAPG	NM_001747;NM_001747	5'UTR	chr2:85640969-85641259
cg19627006	CAPG	NM_001747;NM_001747	1stExon	chr2:85640969-85641259
cg19651184	SHROOM3	NM_020859	Body	
cg19677302	PKP2	NM_001005242;NM_004572	Body	chr12:33049301-33050098
cg19687075	NOTCH1	NM_017617	Body	chr9:139428318-139428527
cg19702675	MYO3B	NM_001083615;NM_001171642;NM_138995	Body	
cg19708201	RYR2	NM_001035	3'UTR	
cg19750321	ARNT	NM_178427;NM_001668;NM_178426	Body	
cg19751562	CNTN6	NM_014461	Body	
cg19794481	MIR141	NR_029682	TSS200	
cg19823649	TSPAN18	NM_001031730;NM_130783	Body	
cg19823649	TSPAN18	NM_001031730;NM_130783	3'UTR	
cg19865770	LOC400804	NR_024236	TSS1500	
cg19871235	TSPAN8	NM_004616	TSS1500	
cg19887404	AGBL1	NM_152336	Body	
cg19906534	FAM12A	NM_006683	3'UTR	
cg19918734	ME3	NM_006680;NM_001161586;NM_001014811	Body	
cg19927565	EVPL	NM_001988	TSS200	
cg19960114	ATP8B4	NM_024837	Body	
cg19982668	MAP3K3	NM_002401;NM_203351	Body	
cg19987219	KNCN	NM_001097611	1stExon	
cg20008164	ANKFN1	NM_153228	Body	
cg20021336	PARK2	NM_004562;NM_013987;NM_013988	Body	
cg20026346	MAP7	NM_003980	TSS1500	chr6:136870826-136872145
cg20040626	NPAS3	NM_001164749;NM_173159;NM_001165893;NM_022123	Body	chr14:34268946-34270438
cg20048037	ENPP2	NM_006209;NM_001040092;NM_001130863	Body	
cg20048109	MAGI2	NM_012301	Body	
cg20059337	AFF3	NM_001025108;NM_002285	Body	
cg20103054	DIRC3	NR_026597	Body	chr2:218621279-218621498
cg20118822	SYNPO2	NM_001128934;NM_133477;NM_001128933	Body	
cg20127859	C8orf73	NM_001100878	TSS1500	chr8:144659745-144660635
cg20141578	BCL2L14	NM_138722;NM_138723;NM_030766	5'UTR	
cg20149780	EFHD2	NM_024329	Body	
cg20170777	COX10	NM_001303	TSS1500	chr17:13972630-13973085
cg20173428	ASCL4	NM_203436	TSS1500	chr12:108168986-108169570
cg20240791	TMEM63A	NM_014698	5'UTR	chr1:226069605-226070898
cg20241876	NOTCH4	NM_004557	Body	
cg20248822	C1orf151	NM_001032363	TSS1500	chr1:19923341-19924002
cg20294789	TUFT1	NM_001126337;NM_020127	Body	chr1:151512661-151513199
cg20315150	CREB5	NM_004904;NM_182899;NM_182898	Body	
cg20365580	SORBS3	NM_005775	Body	
cg20389847	EXT1	NM_000127	Body	
cg20420868	ALDH3B2	NM_000695;NM_001031615;NM_000695	1stExon	
cg20420868	ALDH3B2	NM_000695;NM_001031615;NM_000695	5'UTR	
cg20442289	C5orf15	NM_020199	TSS1500	chr5:133303986-133304399
cg20448594	GTF2IRD1	NM_005685;NM_016328	Body	
cg20468415	ANK1	NM_020476;NM_020475;NM_001142446;NM_020477;NM_000037	Body	
cg20470136	MAGEC1	NM_005462	Body	
cg20489946	NEK3	NM_001146099;NM_152720;NM_002498;NR_027415	5'UTR	chr13:52733378-52733861
cg20489946	NEK3	NM_001146099;NM_152720;NM_002498;NR_027415	Body	chr13:52733378-52733861
cg20546259	FSHR	NM_000145;NM_181446	Body	
cg20582941	ARPP-21	NM_016300;NM_001025069;NM_001025069;NM_198399;NM_001025068;NM_001025068	5'UTR	
cg20582941	ARPP-21	NM_016300;NM_001025069;NM_001025069;NM_198399;NM_001025068;NM_001025068	1stExon	
cg20582941	ARPP-21	NM_016300;NM_001025069;NM_001025069;NM_198399;NM_001025068;NM_001025068	TSS1500	
cg20597842	APOBEC1	NM_001644	TSS200	
cg20634226	NPVF	NM_022150	3'UTR	
cg20682720	COL9A1	NM_078485;NM_001851	3'UTR	
cg20686125	AKT3	NM_005465;NM_181690	Body	
cg20688651	HMGA2	NM_003484;NR_026825;NM_003483	Body	chr12:66217627-66220181
cg20688651	RPSAP52	NM_003484;NR_026825;NM_003483	TSS200	chr12:66217627-66220181
cg20695587	TMPRSS11F	NM_207407	TSS200	
cg20699549	GANC	NM_198141	Body	chr15:42566198-42566404
cg20719439	FHL5	NM_020482;NM_001170807	TSS1500	
cg20737028	PATE3	NM_001129883	TSS200	
cg20760057	ARHGAP18	NM_033515	Body	
cg20765441	SLC17A2	NM_005835	TSS1500	
cg20792256	OR7A17	NM_030901	1stExon	
cg20794828	LY6G6C	NM_025261	Body	chr6:31691425-31691718
cg20801892	EBF4	NM_001110514	Body	chr20:2672904-2674698
cg20809224	C15orf2	NM_018958;NM_018958	3'UTR	chr15:24920613-24921252
cg20809224	C15orf2	NM_018958;NM_018958	1stExon	chr15:24920613-24921252
cg20822884	BEND5	NM_024603;NM_032785	Body	chr1:49242371-49242810
cg20822884	AGBL4	NM_024603;NM_032785	Body	chr1:49242371-49242810
cg20832320	APEH	NM_001640	Body	chr3:49710968-49712279
cg20892287	RICS	NM_014715;NM_001142685;NM_014715	1stExon	
cg20892287	RICS	NM_014715;NM_001142685;NM_014715	Body	
cg20892287	RICS	NM_014715;NM_001142685;NM_014715	5'UTR	
cg20914659	KCNK5	NM_003740	Body	
cg20935542	C1orf87	NM_152377	Body	
cg20938170	MOGAT2	NM_025098	TSS200	
cg20954180	CACNA2D3	NM_018398	Body	
cg20955507	DDR1	NM_013993;NM_001954	5'UTR	chr6:30852102-30852676
cg20970886	C3orf59	NM_178496	Body	
cg20972294	OPCML	NM_001012393	Body	
cg21007971	PLA2G6	NM_001004426;NM_025045;NM_003560	3'UTR	
cg21007971	BAIAP2L2	NM_001004426;NM_025045;NM_003560	TSS1500	
cg21022906	C14orf182	NM_001012706;NM_001012706	1stExon	chr14:50470015-50470419
cg21022906	C14orf182	NM_001012706;NM_001012706	5'UTR	chr14:50470015-50470419
cg21058511	PPM1H	NM_020700	Body	
cg21081729	MCC	NM_002387;NM_001085377	Body	
cg21112099	COL12A1	NM_004370;NM_080645	5'UTR	chr6:75911579-75912133
cg21114004	SCGB1D4	NM_206998	TSS1500	
cg21156912	TBCD	NM_005993	Body	
cg21157094	LGALS9	NR_024043;NM_009587;NM_002308;NM_002308;NM_009587	Body	
cg21157094	LGALS9	NR_024043;NM_009587;NM_002308;NM_002308;NM_009587	1stExon	
cg21157094	LGALS9	NR_024043;NM_009587;NM_002308;NM_002308;NM_009587	5'UTR	
cg21168134	SLC35F4	NM_001080455	TSS1500	
cg21172319	NAT1	NM_001160171;NM_001160173;NM_001160175;NM_001160170;NM_001160172;NM_001160179;NM_001160176;NM_000662	5'UTR	
cg21197219	ARHGEF16	NM_014448	5'UTR	chr1:3370905-3371683
cg21208539	PANX1	NM_015368	Body	chr11:93861560-93862773
cg21209091	DKK4	NM_014420	TSS1500	
cg21211585	GDF15	NM_004864;NM_004864	1stExon	chr19:18497063-18497269
cg21211585	GDF15	NM_004864;NM_004864	5'UTR	chr19:18497063-18497269
cg21212505	CFTR	NM_000492	Body	
cg21215576	FAM83A	NM_032899;NM_207006	Body	chr8:124219411-124219809
cg21244322	DAPK2	NM_014326	Body	
cg21246665	SERPINA10	NM_016186;NM_001100607	TSS1500	
cg21246665	SERPINA10	NM_016186;NM_001100607	TSS200	
cg21281463	SIPA1L3	NM_015073	5'UTR	
cg21282997	IL18RAP	NM_003853	5'UTR	
cg21284779	RXFP4	NM_181885	TSS1500	
cg21287519	SGSM2	NM_014853;NM_001098509	Body	
cg21293216	IL22RA1	NM_021258	TSS200	
cg21304163	FXYD3	NM_005971;NM_001136010;NM_001136007;NM_001136011;NM_021910;NM_001136008;NM_001136009;NM_001136012	5'UTR	
cg21340845	LRP1B	NM_018557	TSS1500	chr2:142887724-142888553
cg21423741	FOXP1	NM_032682	Body	
cg21424090	TREH	NM_007180	TSS200	
cg21425296	KALRN	NM_001024660;NM_003947	Body	
cg21432842	CSF3	NM_172220;NM_172220;NM_000759;NM_172219;NM_172219;NM_000759	1stExon	
cg21432842	CSF3	NM_172220;NM_172220;NM_000759;NM_172219;NM_172219;NM_000759	5'UTR	
cg21484834	PTK6	NM_005975	1stExon	chr20:62168432-62168684
cg21536783	TACSTD2	NM_002353;NM_002353	3'UTR	chr1:59042013-59043295
cg21536783	TACSTD2	NM_002353;NM_002353	1stExon	chr1:59042013-59043295
cg21538684	PHACTR1	NM_030948	Body	
cg21555099	ZBTB16	NM_006006;NM_001018011	Body	
cg21557108	ATP8B4	NM_024837	5'UTR	
cg21560697	TAF1B	NM_005680	Body	
cg21574244	GANC	NM_198141	Body	chr15:42565452-42565791
cg21577626	EPHB6	NM_004445	Body	
cg21585512	LOC399959	NR_024430	Body	
cg21586453	C5orf33	NM_153013;NM_001085411	5'UTR	chr5:36241003-36242664
cg21586453	C5orf33	NM_153013;NM_001085411	Body	chr5:36241003-36242664
cg21605369	FILIP1	NM_015687	Body	
cg21608605	ESR1	NM_000125;NM_001122740;NM_001122741;NM_001122742	TSS1500	chr6:152128822-152129771
cg21608605	ESR1	NM_000125;NM_001122740;NM_001122741;NM_001122742	TSS200	chr6:152128822-152129771
cg21608605	ESR1	NM_000125;NM_001122740;NM_001122741;NM_001122742	5'UTR	chr6:152128822-152129771
cg21614638	DAPP1	NM_014395	TSS200	
cg21629384	TMCO5A	NM_152453	3'UTR	
cg21660861	BZW2	NR_027624;NM_001159767;NM_014038	Body	
cg21660861	BZW2	NR_027624;NM_001159767;NM_014038	5'UTR	
cg21664522	ARHGAP28	NM_001010000	3'UTR	
cg21735668	SMAD6	NM_001142861;NR_027654;NM_005585	Body	chr15:67073306-67073943
cg21748244	LCP2	NM_005565	Body	
cg21768294	SEMA4B	NM_020210;NM_198925	Body	
cg21794419	MCF2L2	NM_015078;NM_032047	Body	chr3:182971429-182972635
cg21794419	B3GNT5	NM_015078;NM_032047	5'UTR	chr3:182971429-182972635
cg21821674	SLC25A34	NM_207348	Body	
cg21826258	TRPM1	NM_002420	3'UTR	
cg21900069	COL8A1	NM_001850;NR_031662;NM_020351	5'UTR	
cg21900069	MIR548G	NM_001850;NR_031662;NM_020351	Body	
cg21974580	FAM83B	NM_001010872	5'UTR	chr6:54711153-54712033
cg21978892	SLAIN1	NM_001040153	5'UTR	chr13:78271801-78272906
cg22032364	ATP8A2	NM_016529	Body	
cg22076757	MYBPHL	NM_001010985	TSS200	
cg22110158	ST14	NM_021978	Body	
cg22117723	MUC2	NM_002457	Body	chr11:1094946-1095920
cg22160267	TPM4	NM_001145160	Body	chr19:16178396-16178609
cg22205341	KIRREL3	NM_001161707;NM_032531	Body	
cg22241124	CNGA3	NM_001298;NM_001079878	5'UTR	
cg22254135	CCL16	NM_004590	TSS1500	
cg22289115	MUPCDH	NM_031264;NM_021924	TSS1500	chr11:626728-628037
cg22335826	RREB1	NM_001003698;NM_001003700;NM_001168344;NM_001003699	Body	
cg22364465	PLXNA2	NM_025179	Body	
cg22366943	NKAIN2	NM_001040214	Body	
cg22388316	MYT1L	NM_015025	5'UTR	
cg22433759	C17orf54	NR_027146	Body	
cg22437316	COL23A1	NM_173465	3'UTR	
cg22454770	VCAM1	NM_080682;NM_001078	3'UTR	
cg22492271	MIR1200	NR_031604;NM_001039459;NM_014800;NM_130442	TSS1500	
cg22492271	ELMO1	NR_031604;NM_001039459;NM_014800;NM_130442	5'UTR	
cg22492271	ELMO1	NR_031604;NM_001039459;NM_014800;NM_130442	Body	
cg22553011	ANKRD5	NM_198798;NM_022096;NM_022096;NM_198798	1stExon	chr20:10015610-10015914
cg22553011	ANKRD5	NM_198798;NM_022096;NM_022096;NM_198798	5'UTR	chr20:10015610-10015914
cg22553301	ZFR2	NM_015174	Body	chr19:3838022-3838223
cg22603569	NFIC	NM_005597;NM_205843	Body	chr19:3387963-3388203
cg22626985	NRG1	NM_013962	Body	
cg22672067	STRA6	NM_001142617;NM_022369;NM_001142618;NM_001142619;NM_001142620	5'UTR	
cg22672067	STRA6	NM_001142617;NM_022369;NM_001142618;NM_001142619;NM_001142620	TSS1500	
cg22672067	STRA6	NM_001142617;NM_022369;NM_001142618;NM_001142619;NM_001142620	TSS200	
cg22691256	WBSCR17	NM_022479	Body	
cg22730004	SPTA1	NM_003126	TSS1500	
cg22768222	RUNX2	NM_001015051;NM_001024630	Body	chr6:45387346-45388164
cg22768301	RORA	NM_134261	Body	
cg22779330	MYEOV	NM_138768;NM_138768	5'UTR	
cg22779330	MYEOV	NM_138768;NM_138768	1stExon	
cg22779651	C4orf43	NM_018352	TSS1500	chr4:164415409-164416186
cg22798121	GRIA1	NM_000827;NM_001114183	Body	
cg22807241	MIR548F3	NR_031644;NM_014141	Body	
cg22807241	CNTNAP2	NR_031644;NM_014141	Body	
cg22821300	RASGRF1	NM_001145648;NM_002891;NM_153815	Body	
cg22821300	RASGRF1	NM_001145648;NM_002891;NM_153815	5'UTR	
cg22825220	UNC13C	NM_001080534	Body	
cg22843797	TNFRSF10A	NM_003844	TSS1500	chr8:23081956-23082975
cg22887880	SUSD2	NM_019601	TSS1500	
cg22902799	CLEC14A	NM_175060	TSS1500	chr14:38724254-38725537
cg22938837	AFF3	NM_001025108;NM_002285	Body	chr2:100210147-100210491
cg22957691	FEZ2	NM_005102;NM_001042548	Body	
cg22959932	C3orf32	NM_015931;NM_015931	1stExon	
cg22959932	C3orf32	NM_015931;NM_015931	5'UTR	
cg22965600	SVIL	NM_021738;NM_003174	Body	
cg22965943	OCLN	NM_002538	TSS200	chr5:68788151-68789823
cg22984992	RAD23A	NM_005053	TSS1500	chr19:13056458-13057125
cg22992966	FXYD4	NM_173160	TSS200	
cg23009042	CSPG5	NM_006574	3'UTR	
cg23023970	INPP5A	NM_005539	Body	
cg23024358	SORCS1	NM_052918;NM_001013031	Body	
cg23046919	IGF1	NM_001111284;NM_000618;NM_001111283	3'UTR	
cg23057597	TPBG	NM_001166392;NM_006670	3'UTR	chr6:83073416-83075319
cg23060801	MYT1L	NM_015025	Body	chr2:1801618-1802060
cg23064082	MPPED2	NM_001145399	Body	
cg23067082	MIR141	NR_029682	TSS200	
cg23091122	SYPL2	NM_001040709	3'UTR	chr1:110026630-110026903
cg23101680	SPERT	NM_152719	Body	
cg23111544	REG1A	NM_002909	TSS200	
cg23117316	PL-5283	NM_001130929	TSS1500	chr7:135347056-135347498
cg23172057	F10	NM_000504	Body	chr13:113803217-113803479
cg23178069	NELL1	NM_006157;NM_201551	Body	
cg23193759	C10orf35	NM_145306	TSS200	chr10:71389862-71390355
cg23205886	SNHG4	NR_003141;NM_199189	Body	chr5:138609320-138609851
cg23205886	MATR3	NR_003141;NM_199189	5'UTR	chr5:138609320-138609851
cg23216685	ZNHIT6	NM_017953;NM_001170670	TSS1500	chr1:86174041-86174253
cg23246095	DPP4	NM_001935	TSS1500	chr2:162930233-162930879
cg23282441	C10orf54	NM_022153;NM_022124	TSS1500	chr10:73533091-73533492
cg23282441	CDH23	NM_022153;NM_022124	Body	chr10:73533091-73533492
cg23287435	IGFBP7	NM_001553	Body	
cg23289779	ADRA1A	NM_033302;NM_033304;NM_033303;NM_000680	Body	chr8:26721642-26724566
cg23314866	NAPA	NM_003827	Body	chr19:48017717-48018782
cg23332610	WSCD1	NM_015253	Body	
cg23378941	PRKCA	NM_002737	Body	
cg23384027	NFE2	NM_001136023;NM_006163	Body	
cg23403099	TMEM132E	NM_207313	Body	
cg23418201	MBOAT2	NM_138799	Body	
cg23424158	DLG2	NM_001142702;NM_001142699;NM_001364;NM_001142700	TSS1500	
cg23424158	DLG2	NM_001142702;NM_001142699;NM_001364;NM_001142700	Body	
cg23424357	FAM25A	NM_001146157	TSS200	
cg23459424	BRE	NM_199193;NM_199191;NM_004899;NM_199194;NM_199192	3'UTR	
cg23459424	BRE	NM_199193;NM_199191;NM_004899;NM_199194;NM_199192	Body	
cg23482132	FMNL2	NM_052905	Body	
cg23492779	PI16	NM_153370	Body	chr6:36929837-36930135
cg23520757	FAM65B	NM_014722;NM_015864	5'UTR	
cg23520757	FAM65B	NM_014722;NM_015864	TSS1500	
cg23537419	KCP	NM_199349;NM_001135914	Body	chr7:128530629-128531356
cg23560676	NSMCE2	NM_173685	Body	
cg23598352	C9orf46	NM_018465	5'UTR	chr9:5437566-5437996
cg23606421	ENTPD8	NM_198585;NM_001033113	Body	chr9:140330620-140330910
cg23622047	RAPGEF4	NM_007023;NM_001100397	Body	
cg23655039	MCF2L2	NM_015078;NM_032047	Body	chr3:182971429-182972635
cg23655039	B3GNT5	NM_015078;NM_032047	5'UTR	chr3:182971429-182972635
cg23670794	ZBED2	NM_024508;NM_198196;NM_005816	5'UTR	
cg23670794	CD96	NM_024508;NM_198196;NM_005816	Body	
cg23679344	MED1	NM_004774	3'UTR	chr17:37557366-37558982
cg23682609	BCAS1	NM_003657	TSS200	
cg23684410	SIK3	NM_025164	Body	
cg23715749	GRIK3	NM_000831	Body	
cg23772122	ANO3	NM_031418	Body	chr11:26353537-26353812
cg23782145	ATF6B	NM_004381;NM_001136153	Body	
cg23817627	ARHGAP25	NM_014882;NM_001007231;NM_001166276;NM_001166277	Body	
cg23839180	FAM49A	NM_030797	5'UTR	
cg23840053	FGFBP1	NM_005130	TSS1500	
cg23844013	C8A	NM_000562	3'UTR	
cg23858706	EEF1A2	NM_001958	Body	chr20:62121858-62122079
cg23877608	CCDC114	NM_144577	TSS200	chr19:48824529-48825493
cg23879118	ACY3	NM_080658	Body	
cg23886662	CHRM2	NM_001006631;NM_000739;NM_001006627;NM_001006628;NM_001006629;NM_001006632;NM_001006630;NM_001006626	5'UTR	
cg23897302	AMN	NM_030943	Body	chr14:103394397-103397070
cg23924737	MRPS23	NM_016070	TSS1500	chr17:55927212-55928098
cg23944405	MPPED2	NM_001584;NM_001584;NM_001145399	1stExon	chr11:30605558-30605800
cg23944405	MPPED2	NM_001584;NM_001584;NM_001145399	5'UTR	chr11:30605558-30605800
cg23956238	C19orf51	NM_178837	Body	chr19:55672023-55673212
cg23977256	TRIM10	NM_006778;NM_052828	Body	
cg23979520	MMP12	NM_002426	TSS200	
cg23990624	MTUS2	NM_015233;NM_001033602	Body	chr13:30054342-30054558
cg23992194	CTBP2	NM_001083914;NM_001329	5'UTR	chr10:126847224-126851327
cg24000908	SLC12A7	NM_006598	TSS1500	chr5:1111396-1112388
cg24006253	VTCN1	NM_024626	TSS200	
cg24020826	KCNK9	NM_016601	3'UTR	chr8:140631096-140631332
cg24024661	HMHA1	NM_012292	Body	chr19:1074726-1075071
cg24047124	FRMD6	NM_001042481	5'UTR	
cg24067911	ATXN1	NM_001128164;NM_000332	5'UTR	
cg24085039	PWWP2B	NM_001098637;NM_138499	Body	chr10:134209367-134211056
cg24148304	DSP	NM_001008844;NM_004415	Body	chr6:7541518-7543472
cg24154336	MIR192	NR_029578;NR_029829	TSS1500	chr11:64662462-64662880
cg24154336	MIR194-2	NR_029578;NR_029829	TSS200	chr11:64662462-64662880
cg24199203	NFIC	NM_005597;NM_205843	Body	chr19:3387963-3388203
cg24304617	ATP1B1	NM_001001787;NM_001677	Body	chr1:169074766-169076411
cg24321706	TGFBR2	NM_001024847;NM_003242	TSS1500	chr3:30647987-30648881
cg24328944	DZIP1	NM_198968;NM_014934	Body	
cg24355048	CTSG	NM_001911	Body	
cg24365984	TECTA	NM_005422	Body	chr11:121028572-121028927
cg24444631	MOG	NM_206813;NM_001170418;NM_206814;NM_206811;NM_206810;NM_206809;NM_001170417;NM_001008229;NM_001008228;NM_206812;NM_002433	3'UTR	
cg24444631	MOG	NM_206813;NM_001170418;NM_206814;NM_206811;NM_206810;NM_206809;NM_001170417;NM_001008229;NM_001008228;NM_206812;NM_002433	Body	
cg24476497	SORCS3	NM_014978	Body	
cg24477401	ARHGAP27	NM_001159330;NM_199282	TSS1500	chr17:43483097-43483454
cg24477401	ARHGAP27	NM_001159330;NM_199282	5'UTR	chr17:43483097-43483454
cg24515861	LOC100128977	NR_024559;NM_175882	Body	
cg24515861	IMP5	NR_024559;NM_175882	TSS200	
cg24516259	PLCH2	NM_014638	Body	
cg24518017	ELAVL4	NM_001144777;NM_021952;NM_001144776;NM_001144775;NM_001144774	Body	
cg24518017	ELAVL4	NM_001144777;NM_021952;NM_001144776;NM_001144775;NM_001144774	TSS1500	
cg24524470	EFCAB2	NR_026587;NM_001143943;NR_026586	Body	
cg24530116	PLAC9	NM_001012973	Body	
cg24544431	TNR	NM_003285	TSS1500	
cg24545125	TNP1	NM_003284	TSS200	
cg24553235	AFF3	NM_001025108;NM_002285	Body	
cg24563501	ALDH3B2	NM_000695;NM_001031615	TSS1500	
cg24563501	ALDH3B2	NM_000695;NM_001031615	5'UTR	
cg24583987	GUCA2B	NM_007102	TSS1500	
cg24585377	RPS6KA1	NM_002953	Body	chr1:26856191-26856684
cg24587268	OSBPL2	NM_144498;NM_014835	TSS1500	chr20:60813371-60814247
cg24593464	TRIM29	NM_012101	TSS200	chr11:120008046-120008710
cg24631735	DZIP1L	NM_001170538;NM_173543	Body	
cg24664347	REXO1L2P	NR_003594	TSS1500	chr8:86838850-86840677
cg24682512	GRM3	NM_000840	5'UTR	
cg24702147	MIR141	NR_029682;NR_029779	TSS1500	
cg24702147	MIR200C	NR_029682;NR_029779	TSS1500	
cg24715928	RORA	NM_134261	Body	
cg24716042	AFF3	NM_001025108;NM_002285	Body	
cg24731441	LOC400931	NR_027033	TSS200	chr22:46481815-46482024
cg24739098	RASGRF1	NM_153815;NM_001145648;NM_002891;NM_153815	1stExon	
cg24739098	RASGRF1	NM_153815;NM_001145648;NM_002891;NM_153815	Body	
cg24739098	RASGRF1	NM_153815;NM_001145648;NM_002891;NM_153815	5'UTR	
cg24749470	CADM1	NM_001098517;NM_014333	Body	
cg24756227	SLC6A3	NM_001044	Body	
cg24825693	VEPH1	NM_001167911;NM_024621;NM_001167912	Body	
cg24828746	ZBTB7A	NM_015898	Body	chr19:4053879-4055289
cg24834199	LBR	NM_194442;NM_002296	5'UTR	chr1:225614721-225616512
cg24851249	CAMTA1	NM_015215	Body	
cg24851513	C3orf74	NR_027331	TSS1500	
cg24878483	LRP1B	NM_018557	Body	
cg24889829	ARHGEF10	NM_014629	5'UTR	chr8:1779620-1779821
cg24926465	KCNAB1	NM_172159;NM_003471;NM_172160	TSS1500	chr3:156008991-156009320
cg24926465	KCNAB1	NM_172159;NM_003471;NM_172160	Body	chr3:156008991-156009320
cg24975898	ZNF804B	NM_181646;NM_152706	Body	
cg24975898	MGC26647	NM_181646;NM_152706	TSS1500	
cg24983014	ARNTL2	NM_020183	Body	chr12:27485683-27486676
cg25021051	TENC1	NM_198316;NM_170754;NM_015319	Body	chr12:53448008-53448406
cg25037165	TEAD1	NM_021961	Body	
cg25067686	TNXB	NM_019105	TSS1500	
cg25072962	MS4A15	NM_001098835;NM_152717	5'UTR	
cg25085755	NRG2	NM_013982;NM_013983;NM_013981;NM_004883	Body	
cg25095814	CASP8	NM_033355;NM_001228;NM_001080124;NM_033358	TSS200	
cg25113767	NCOR2	NM_006312;NM_001077261	Body	chr12:124911243-124911464
cg25119415	MNDA	NM_002432	TSS1500	
cg25143652	PTK6	NM_005975;NM_005975	1stExon	chr20:62168432-62168684
cg25143652	PTK6	NM_005975;NM_005975	5'UTR	chr20:62168432-62168684
cg25145360	ALDH3A1	NM_000691	TSS200	chr17:19648139-19648492
cg25149475	JUP	NM_021991;NM_002230	5'UTR	
cg25195987	ADCYAP1R1	NM_001118	Body	
cg25202407	MIR135B	NR_029893	TSS200	
cg25203007	GALE	NM_001127621;NM_001127621;NM_001008216;NM_000403	5'UTR	chr1:24126799-24127549
cg25203007	GALE	NM_001127621;NM_001127621;NM_001008216;NM_000403	1stExon	chr1:24126799-24127549
cg25208291	MECOM	NM_004991	Body	
cg25226092	MOBP	NM_182935;NR_003090	TSS1500	
cg25236277	CDGAP	NM_020754	Body	
cg25284213	MIR206	NR_029713	Body	
cg25291026	OR8U8	NM_001013356;NM_001004740	Body	
cg25291026	OR5M1	NM_001013356;NM_001004740	TSS200	
cg25299319	LRP1	NM_002332	Body	
cg25322847	ADCY1	NM_021116	Body	chr7:45613386-45615504
cg25344064	COL9A1	NM_001851;NM_078485	Body	chr6:70992040-70992912
cg25344064	COL9A1	NM_001851;NM_078485	TSS1500	chr6:70992040-70992912
cg25346904	LUZP2	NM_001009909	Body	
cg25347526	LOC285419	NR_027106;NR_027105	Body	
cg25358212	CTNND2	NM_001332	Body	
cg25365379	ARHGEF10	NM_014629	Body	
cg25368586	ANKRD10	NM_017664	Body	
cg25382573	C12orf74	NM_001037671;NM_001037671	5'UTR	
cg25382573	C12orf74	NM_001037671;NM_001037671	1stExon	
cg25388882	C1orf180	NR_027379	Body	
cg25424194	CYP2A7	NM_030589;NM_000764;NM_000764;NM_030589	5'UTR	chr19:41386276-41386589
cg25424194	CYP2A7	NM_030589;NM_000764;NM_000764;NM_030589	1stExon	chr19:41386276-41386589
cg25488160	TMEM108	NM_001136469;NM_023943	Body	
cg25499121	CA10	NM_001082533;NM_020178;NM_001082534	Body	
cg25505880	NXF1	NM_006362;NM_001081491	TSS1500	chr11:62572710-62573149
cg25525825	TRIM27	NM_006510	Body	chr6:28890951-28892013
cg25531341	UTRN	NM_007124	Body	
cg25541621	FMO6P	NR_002601	TSS200	
cg25574175	NR1I2	NM_003889;NM_003889;NM_022002;NM_033013;NM_033013	1stExon	
cg25574175	NR1I2	NM_003889;NM_003889;NM_022002;NM_033013;NM_033013	5'UTR	
cg25574175	NR1I2	NM_003889;NM_003889;NM_022002;NM_033013;NM_033013	TSS1500	
cg25594165	NRG3	NM_001165973;NM_001165972;NM_001010848	TSS200	chr10:83633820-83635729
cg25594165	NRG3	NM_001165973;NM_001165972;NM_001010848	Body	chr10:83633820-83635729
cg25609301	KCNH5	NM_172375;NM_172376;NM_139318	Body	chr14:63512022-63512996
cg25609301	KCNH5	NM_172375;NM_172376;NM_139318	5'UTR	chr14:63512022-63512996
cg25625162	VPS37B	NM_024667	Body	
cg25642917	NTM	NM_016522;NM_001144059;NM_001144058;NM_001048209	TSS1500	chr11:131780328-131781532
cg25642917	NTM	NM_016522;NM_001144059;NM_001144058;NM_001048209	Body	chr11:131780328-131781532
cg25700533	DNAJC17	NM_018163;NM_001130448	Body	
cg25700533	C15orf62	NM_018163;NM_001130448	TSS200	
cg25722983	STK40	NM_032017	5'UTR	
cg25729687	ELN	NM_001081753;NM_000501;NM_001081755;NM_001081754;NM_001081752	Body	
cg25738116	PA2G4P4	NR_003284	TSS1500	chr3:156533839-156535131
cg25743482	NAV2	NM_182964;NM_001111018;NM_145117	Body	
cg25821223	PERP	NM_022121	Body	chr6:138428188-138428816
cg25822376	KCND2	NM_012281	Body	
cg25823926	CRADD	NM_003805	Body	
cg25824236	SPAG16	NM_024532	Body	
cg25844590	PPFIBP2	NM_003621	Body	
cg25859489	PDGFD	NM_025208;NM_033135;NM_001001711;NM_001001711	Body	chr11:103907405-103907990
cg25859489	DDI1	NM_025208;NM_033135;NM_001001711;NM_001001711	1stExon	chr11:103907405-103907990
cg25859489	DDI1	NM_025208;NM_033135;NM_001001711;NM_001001711	3'UTR	chr11:103907405-103907990
cg25921502	C10orf128	NM_001010863	3'UTR	
cg25928474	ABCC3	NM_001144070;NM_003786	Body	chr17:48712050-48712705
cg25936381	TNS4	NM_032865	TSS200	
cg25946374	IL22RA1	NM_021258	TSS200	
