Name	UCSC_RefGene_Name	UCSC_RefGene_Accession	UCSC_RefGene_Group	UCSC_CpG_Islands_Name
cg07489502	PCDHGA4	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGA11	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGA9	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGA1	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGB1	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGB6	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGA12	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	1stExon	chr5:140810494-140812617
cg07489502	PCDHGB3	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGB7	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGA6	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGA8	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGA10	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGA5	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGB4	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGA3	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGA2	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGA7	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGB2	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07489502	PCDHGB5	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg07493499	ABR	NM_021962;NM_001092;NM_001159746	Body	chr17:909981-910442
cg07522403	KCTD7	NM_001167961;NM_153033	3'UTR	
cg07522639	DHX15	NM_001358	Body	
cg07523833	LOC146880	NR_027487;NR_026899	Body	chr17:62774366-62777797
cg07537734	PDGFC	NM_016205	TSS1500	chr4:157892685-157893286
cg07602659	TBCD	NM_005993	Body	
cg07619697	TMCC1	NM_015008;NM_001017395;NM_001128224;NM_015008	1stExon	
cg07619697	TMCC1	NM_015008;NM_001017395;NM_001128224;NM_015008	Body	
cg07619697	TMCC1	NM_015008;NM_001017395;NM_001128224;NM_015008	5'UTR	
cg07625783	SLAMF8	NM_020125;NM_020125	5'UTR	
cg07625783	SLAMF8	NM_020125;NM_020125	1stExon	
cg07664198	CHRM2	NM_001006626;NM_001006631;NM_000739;NM_001006632;NM_001006630;NM_001006626;NM_001006629;NM_000739;NM_001006632;NM_001006628;NM_001006627	1stExon	chr7:136553854-136556194
cg07664198	CHRM2	NM_001006626;NM_001006631;NM_000739;NM_001006632;NM_001006630;NM_001006626;NM_001006629;NM_000739;NM_001006632;NM_001006628;NM_001006627	5'UTR	chr7:136553854-136556194
cg07664198	CHRM2	NM_001006626;NM_001006631;NM_000739;NM_001006632;NM_001006630;NM_001006626;NM_001006629;NM_000739;NM_001006632;NM_001006628;NM_001006627	TSS200	chr7:136553854-136556194
cg07680533	SELENBP1	NM_003944	TSS200	
cg07696699	FAM184B	NM_015688	TSS1500	chr4:17782642-17783624
cg07714276	RREB1	NM_001003700;NM_001003699;NM_001168344;NM_001003698	5'UTR	
cg07737135	MUM1	NM_032853;NR_024247	5'UTR	chr19:1354420-1355350
cg07737135	MUM1	NM_032853;NR_024247	TSS1500	chr19:1354420-1355350
cg07737802	FGD6	NM_018351	Body	
cg07766263	SLC7A14	NM_020949	5'UTR	chr3:170303044-170303249
cg07790870	CBFA2T2	NM_001032999;NM_005093;NM_001039709;NM_001039709;NM_005093	Body	
cg07790870	CBFA2T2	NM_001032999;NM_005093;NM_001039709;NM_001039709;NM_005093	5'UTR	
cg07790870	CBFA2T2	NM_001032999;NM_005093;NM_001039709;NM_001039709;NM_005093	1stExon	
cg07811386	CA5B	NM_007220	Body	
cg07824172	TACR3	NM_001059	TSS1500	chr4:104640559-104640797
cg07826859	MYO1G	NM_033054	TSS1500	
cg07827420	SEPT9	NM_001113492;NM_001113493;NM_001113491;NM_006640;NM_001113494	5'UTR	chr17:75368688-75370506
cg07827420	SEPT9	NM_001113492;NM_001113493;NM_001113491;NM_006640;NM_001113494	Body	chr17:75368688-75370506
cg07827420	SEPT9	NM_001113492;NM_001113493;NM_001113491;NM_006640;NM_001113494	TSS1500	chr17:75368688-75370506
cg07857040	IFT140	NM_014714	Body	chr16:1583809-1584641
cg07893801	PLCG1	NM_002660;NM_182811	Body	chr20:39765229-39766832
cg07903370	IRX1	NM_024337	TSS1500	chr5:3594467-3603054
cg07906745	TMEM167B	NM_020141	3'UTR	chr1:109642663-109643384
cg07907386	PHOX2B	NM_003924	Body	chr4:41749184-41749811
cg07921503	CHST12	NM_018641	5'UTR	chr7:2442792-2444011
cg07928191	CTBP1	NM_001012614;NM_001328	3'UTR	chr4:1205817-1206203
cg07928642	SGK269	NM_024776	3'UTR	
cg07929642	ANKRD11	NM_013275	5'UTR	
cg07931411	PGLYRP2	NM_052890	Body	chr19:15580382-15580863
cg07967665	GTF3C1	NM_001520	Body	
cg07983363	PCSK6	NM_002570;NM_138320;NM_138319;NM_138324;NM_138323;NM_138325;NM_138322;NM_138321	Body	
cg07984133	CDX2	NM_001265	TSS1500	chr13:28544524-28544890
cg08051105	DGKD	NM_152879;NM_003648	Body	chr2:234369786-234370099
cg08055663	KCTD5	NM_018992	Body	
cg08066129	SIM2	NM_009586;NM_005069	Body	chr21:38076762-38077685
cg08074555	SLC9A3R2	NM_001130012;NM_004785	Body	chr16:2086420-2086892
cg08107308	HDAC4	NM_006037	Body	
cg08116137	NAT8	NM_003960;NR_003683	TSS1500	
cg08116137	ALMS1P	NM_003960;NR_003683	TSS1500	
cg08141395	MAML2	NM_032427	Body	
cg08172947	ACO2	NM_001098	Body	chr22:41864420-41865443
cg08182446	GABRG3	NM_033223	TSS1500	chr15:27215951-27216856
cg08206318	PITX1	NM_002653	3'UTR	chr5:134363092-134365146
cg08255481	BANP	NM_017869;NM_079837	Body	chr16:88101473-88101911
cg08271229	SKI	NM_003036	Body	chr1:2222198-2222569
cg08293097	SMCR5	NR_024007;NM_030665	Body	chr17:17685016-17687240
cg08293097	RAI1	NR_024007;NM_030665	5'UTR	chr17:17685016-17687240
cg08296037	IFT140	NM_014714;NM_024600	Body	chr16:1583809-1584641
cg08296037	TMEM204	NM_014714;NM_024600	TSS200	chr16:1583809-1584641
cg08344351	CMIP	NM_198390	Body	
cg08351100	FLJ32063	NR_026830	TSS1500	chr2:200333687-200334172
cg08362785	MKL1	NM_020831	Body	chr22:40814816-40815102
cg08384155	SYNPO2	NM_001128934;NM_133477;NM_001128933	Body	
cg08393041	ZIC4	NM_001168378;NR_033119;NM_032153;NR_033118;NM_001168379	Body	chr3:147108511-147111703
cg08404009	MYO16	NM_015011	Body	chr13:109792493-109793699
cg08428486	BRAF	NM_004333	Body	
cg08430009	GSC2	NM_005315	TSS1500	chr22:19136293-19138512
cg08450982	NUMBL	NM_004756	Body	chr19:41196279-41197107
